genus,english_vernacular,chinese_vernacular,kimi_label,success,error
Megachile,"leafcutter, mortar, and resin bees; fire-tailed resin bee; wallace's giant bee; flat-tailed leafcutter bee; carpenter-mimic leafcutter bee; western leafcutter bee; sculptured resin bee; patchwork leafcutter bee; black-headed leafcutter bee; banded mud bee; silvery leafcutter bee; wood-carving leafcutter bee; coast leafcutter bee; black mud bee; brown-footed leafcutter bee; willughby's leafcutter bee; pugnacious leafcutter bee; lucerne leafcutter bee; alfalfa leafcutter bee; bellflower resin bee; black-and-gray leafcutter bee; giant resin bees; texas leafcutter bee; small-handed leaf-cutter bee; broad-handed leafcutter bee; woolly wall bee; frigid leafcutter bee; golden-tailed leafcutter bee; hairy-footed leafcutter bee; black-brushed leafcutter bee; western leafcutter; giraud's leafcutter; cranberry leafcutter bee; white-tipped leafcutter; broad-headed leafcutter bee; shadow-winged resin bee; orange-winged resin bee; orange-bellied leafcutter; dimorphic leafcutter; singapore leafcutter; silver-tailed petalcutter; hoary mortar bee; horn-faced leafcutter bee; sicilian mortar bee; orange-shouldered resin bee; orange-winged leafcutter; orange-thighed leafcutter; fiery resin bee; giant resin bee; small handed leafcutter bee; white-tipped leafcutter bee; giraud's leafcutter bee; petulant leafcutter bee; hoary leafcutter bee; unarmed leafcutter bee; big-toothed dauber bee; royal leafcutter bee; red-feather dauber bee; dippy dauber bee; goddess dauber bee; sister-in-law dauber bee; vivacious dauber bee; mystical dauber bee; mystify dauber bee; parallel leafcutter bee",丘切叶蜂; 丘切葉蜂; 丽切叶蜂; 净切叶蜂; 切叶蜂亚属; 切叶蜂属; 切葉蜂屬; 单齿切叶蜂; 双叶切叶蜂; 双斑切叶蜂; 双色切叶蜂; 台湾切叶蜂; 圆切叶蜂; 大切叶蜂; 大和切叶蜂; 大和切葉蜂; 小突切叶蜂; 小足切叶蜂; 平唇切叶蜂; 平唇切葉蜂; 拟丘切叶蜂; 拟小突切叶蜂; 擬丘切葉蜂; 擬小突切葉蜂; 日本切叶蜂; 暗足切叶蜂; 暗足切葉蜂; 月季切叶蜂; 条切叶蜂; 柔毛切叶蜂; 條切葉蜂; 橙腹切葉蜂; 沙漠石蜂; 海切叶蜂; 淨切葉蜂; 窄切葉蜂; 窄條切葉蜂; 粗切叶蜂; 粗切葉蜂; 紅圈切葉蜂; 細切葉蜂; 红圈切叶蜂; 细切叶蜂; 绒切叶蜂; 臺灣切葉蜂; 花切叶蜂; 花切葉蜂; 苜蓿切叶蜂; 蔷薇切叶蜂; 达戈切叶蜂; 连切叶蜂; 連切葉蜂; 達戈切葉蜂; 雙斑切葉蜂; 雙色切葉蜂; 雙色切葉蜂嘉義亞種; 颊切叶蜂; 黃刷切葉蜂; 黄刷切叶蜂; 黄黑切叶蜂,Bees,True,
Meligethes,none,菜花露尾甲属,Beetles,True,
Melissodes,two-spotted long-horned bee; common long-horned bee; brown-winged long-horned bee; parosela long-horned bee; tepanec long-horned bee; thistle long-horned bee; three-knotted long-horned bee; pickerelweed longhorn bee; tickseed longhorn bee; drury's long-horned bee; valiant long-horned bee; muddy long-horned bee; goldenrod long-horned bee; small long-horned bee; rival longhorn bee; composite long-horned bee; snow's long-horned bee; dark-faced longhorn bee; western thistle longhorn bee; eastern thistle longhorn bee; dark-veined longhorn bee; two-spotted longhorn bee; martinique longhorn bee; agile longhorn bee; common longhorn bee; denticulate longhorn bee; denticulate long-horned bee; pickerelweed long-horned bee; agile long-horned bee; tickseed long-horned bee; drury's longhorn bee; valiant longhorn bee; muddy longhorn bee; goldenrod longhorn bee; small longhorn bee; composite longhorn bee; snow's longhorn bee; dark-veined long-horned bee; dark-faced long-horned bee; eastern thistle long-horned bee; western thistle long-horned bee; rival long-horned bee; brown-winged longhorn bee; martinique long-horned bee; parosela longhorn bee; tepanec longhorn bee; mothered long-horned bee,none,Bees,True,
Melitta,blunthorn bees; sainfoin bee; gold-tailed blunthorn bee; clover blunthorn bee; red bartsia bee; california mellitid bee; bellflower blunthorn bee; blackish blunt-horn; red bartsia blunt-horn; golden-tailed blunt-horn; clover blunt-horn; sainfoin blunt-horn; blunt-horn bees; egyptian blunt-horn; blueberry blunt-horn; fur-tailed bees; deerberry blunt-horn; california melitta,准蜂属; 苜蓿准蜂,Bees,True,
Meroglossa,chrome-marked meroglossa; plumed meroglossa; groove-fronted meroglossa; stripe-headed meroglossa; sculptured meroglossa; jeweled meroglossa; sisterly meroglossa; groove-faced meroglossa; modest meroglossa; eucalyptus meroglossa,none,Bees,True,
Mindarus,balsam twig aphid,冷杉纩蚜; 日本纩蚜; 纩蚜属,Aphids,True,
Myiomma,none,侎树盲蝽属; 澳侎树盲蝽,Bugs,True,
Myrmex,chevrolat's myrmex weevil,none,Beetles,True,
Mythimna,white-speck; lesser wainscot; common wainscot; the white-point; the clay; brown-line bright-eye; the smoky wainscot; northern armyworm; armyworm moth; smoky wainscot; the delicate; l-album wainscot; double line; striped wainscot; southern wainscot; shore wainscot; moore's wainscot; australian armyworm; wheat armyworm moth; oriental armyworm; white-speck moth; the one-spot; mathew's wainscot; yukon mythimna; anderregg's mythimna,一点秘夜蛾; 中白帶秘夜蛾; 冥秘夜蛾; 分秘夜蛾; 十点秘夜蛾; 十點粘夜蛾; 双色秘夜蛾; 台灣秘夜蛾; 回秘夜蛾; 庸秘夜蛾; 庸粘夜蛾; 异纹秘夜蛾; 張氏秘夜蛾; 散斑秘夜蛾; 暗灰秘夜蛾; 曲线秘夜蛾; 波秘夜蛾; 滨秘夜蛾; 白緣秘夜蛾; 白缘拟粘夜蛾; 白边秘夜蛾; 白钩秘夜蛾; 白頷秘夜蛾; 秘夜蛾; 秘夜蛾属; 秘夜蛾屬; 粘虫; 红粘夜蛾; 绒秘夜蛾; 绒粘夜蛾; 臺灣秘夜蛾; 艳秘夜蛾; 芙髯金翅秘夜蛾; 贴秘夜蛾; 輻秘夜蛾; 辐秘夜蛾; 金粗斑秘夜蛾; 金長翅秘夜蛾; 顿秘夜蛾,Moths,True,
Nedyus,small nettle weevil; pointed minute seed weevil,none,Beetles,True,
Neopasiphae,marvelous neopasiphae,none,Bees,True,
Neptis,common sailor; serene sailer; river sailer; kiriakoff's sailer; clubbed sailer; albizia sailer; common sailer; hungarian glider; pallas' sailer; nemetes sailer; original club-dot sailer; yellow-base sailer; common glider; spotted sailer; savanna sailer; typical sailers; southern sullied sailer; grey sailer; chocolate sailer; sullied brown sailer; malayan sailer; grey sailor; chestnut-streaked sailer; bengal chestnut-streaked sailer; yellow sailer; small yellow sailer; small yellow sailor; yellow-eyed plane; dingy sailor; cream-spotted sailor; yerbury's sailer; variable sailor; rich sailer; indian yellow sailer; great yellow sailer; broad-banded sailer; less rich sailer; long-stick sailer; sullied sailer; pale hockeystick sailer; plain sailer; himalayan sailer; broadstick sailer; false dingy sailer; strigate sailer; common club-dot sailer; streaked sailer; versicoloured sailer; jordan's sailer; dark dingy sailor; long-streak sailor; leech's sailor; himalayan versicoloured sailer; indian common sailer; east himalayan yellow sailer; west himalayan yellow sailer; chocolate sailor; burmese sailor; himalayan rusty sailer; príncipe sailer; nalanda chestnut-streaked sailer; andaman common sailer; smooth split sailer; african spotted sailer; dot-dash sailer; korean yellow sailer; five-bar sailer,三線蝶; 中环蛱蝶; 中环蛱蝶海南亚种; 中環蛺蝶; 云南环蛱蝶; 五段环蛱蝶; 伊洛环蛱蝶; 伪卫环蛱蝶; 单环蛱蝶; 卡环蛱蝶; 卡環蛺蝶; 台湾环蛱蝶; 台灣三線蝶; 司环蛱蝶; 周氏环蛱蝶; 周环蛱蝶; 啡环蛱蝶; 啡環蛺蝶; 單環蛺蝶; 回环蛱蝶; 圓翅三線蝶; 埔里三線蝶; 基环蛱蝶; 夜环蛱蝶; 娑环蛱蝶; 娑環蛺蝶; 娜巴环蛱蝶; 娜拉环蛱蝶; 娜环蛱蝶; 娜環蛺蝶; 宽环蛱蝶; 寬帶三線蛺蝶; 寬紋三線蝶; 小三線蛺蝶; 小三線蝶; 小环蛱蝶; 小環蛺蝶; 带环蛱蝶; 广东环蛱蝶; 弥环蛱蝶; 彌環蛺蝶; 德环蛱蝶; 折环蛱蝶; 提环蛱蝶; 提環蛺蝶; 摩尔沙环蛱蝶; 文田三線蝶; 断环蛱蝶; 斷環蛺蝶; 星三線蝶; 星點三線蛺蝶; 星點三線蝶; 暈環蛺蝶; 朝倉三線蝶; 朝鮮環蛺蝶; 朝鲜环蛱蝶; 林环蛱蝶; 森环蛱蝶; 楚南三線蝶; 槭環蛺蝶; 欧姆环蛱蝶; 江崎三線蝶; 池田三線蝶; 泰雅三線蝶; 流紋環蛺蝶; 海环蛱蝶; 烟环蛱蝶; 烟环蛱蝶（指名亚种）; 玛环蛱蝶; 环蛱蝶属; 珂环蛱蝶; 珂環蛺蝶; 琉球三線蝶; 瑙環蛺蝶; 環蛺蝶; 環蛺蝶屬; 白环蛱蝶; 眉原三線蝶; 眉紋環蛺蝶; 矛环蛱蝶; 矛環蛺蝶; 竹环蛱蝶; 素木三線蝶; 紫环蛱蝶; 細帶環蛺蝶; 細帶鏈環蛺蝶; 繖環蛺蝶; 细带链环蛱蝶; 羚环蛱蝶; 耶环蛱蝶; 色润环蛱蝶; 茂环蛱蝶; 荻環蛺蝶; 荻胥; 莲花环蛱蝶; 蓬萊環蛺蝶(埔里三線蝶); 蓮花環蛺蝶; 蓮花環蛺蝶 𝑝𝑜𝑑𝑎𝑟𝑐𝑒𝑠 亞種; 蛛环蛱蝶; 蛛環蛺蝶; 豆環蛺蝶; 重环蛱蝶; 金环蛱蝶; 鏈環蛺蝶; 鑲紋環蛺蝶; 链环蛱蝶; 阿环蛱蝶; 韓國三線蝶; 黃斑三線蝶; 黃環蛺蝶; 黄环蛱蝶; 黄重环蛱蝶; 黑星環蛺蝶,Butterflies,True,
Nomada,nomad bees; armed nomad bee; bear-clawed nomad bee; castell's nomad bee; fringeless nomad bee; purbeck nomad bee; fabricius' nomad bee; yellow-shouldered nomad bee; flavous nomad bee; little nomad bee; blunthorn nomad bee; painted nomad bee; orange-horned nomad bee; small guernsey nomad bee; gooden's nomad bee; short-spined nomad bee; long-horned nomad bee; lathbury's nomad bee; marsham's nomad bee; flat-ridged nomad bee; panzer's nomad bee; black-horned nomad bee; six-banded nomad bee; sheppard's nomad bee; broad-banded nomad bee; guernsey nomad bee; blunt-jawed nomad bee; kirby's nomad bee; yellow-legged nomad bee; variable nomad bee; accepted cuckoo nomad bee; white-spotted nomad bee; aldrich's cuckoo nomad bee; eagle cuckoo nomad bee; autumn cuckoo nomad bee; banks's cuckoo nomad bee; bessey's nomad bee; bethune's cuckoo nomad bee; ceanothus cuckoo nomad bee; composite cuckoo nomad bee; bittercress cuckoo nomad bee; depressed nomad; flower cuckoo nomad bee; graenicher's cuckoo nomad bee; illinois cuckoo nomad bee; yellow-spotted cuckoo nomad bee; charming cuckoo nomad bee; ovate cuckoo nomad bee; panzer's cuckoo nomad bee; small cuckoo nomad bee; gorgeous cuckoo nomad bee; red-marked cuckoo nomad bee; say's cuckoo nomad bee; snow's cuckoo nomad bee; niece cuckoo nomad bee; vernon cuckoo nomad bee; yellow-striped cuckoo nomad bee; japanese nomad bee; early nomad bee; australian nomad bee; cuban nomad bee; banks' nomad bee; orange-tailed nomad; ruddy nomad bee; krug's nomad bee; amecameca nomad bee; driesbach's nomad bee; autumnal nomad bee; eagle creek nomad bee; yellow-banded nomad; round-tailed nomad bee; two-banded nomad; noble nomad; dusky-horned nomad; femoral nomad; fuscous nomad; basal nomad; moeschler's nomad; shaggy nomad; posthumous nomad; linsenmaier's nomad; dusky nomad; mutable nomad; dark nomad; ecarinate nomad; rustic nomad; annulate nomad; malay nomad; singed nomad; edwards' nomad; edwards's cuckoo nomad bee; superb nomad bee; articulated nomad; articulated cuckoo nomad bee; crotch's nomad; crotch's cuckoo nomad bee; five-spined nomad; austral cuckoo nomad bee; daisy nomad bee; placid nomad bee; placid cuckoo nomad bee; yellow-backed nomad; belle nomad bee; beautiful cuckoo nomad bee; cresson's nomad bee; cresson's cuckoo nomad bee; cuneate nomad bee; denticulate nomad; denticulate cuckoo nomad bee; gracile nomad; slender cuckoo nomad bee; inept cuckoo nomad bee; imbricate cuckoo nomad bee; black-and-yellow nomad bee; spotted nomad bee; maculated cuckoo nomad bee; pygmy nomad; pygmy cuckoo nomad bee; neighborly nomad; neighbouring cuckoo nomad bee; obliterated nomad; obliterated cuckoo nomad bee; true cuckoo nomad bee; lehigh gap cuckoo nomad bee; fervid nomad bee; lively cuckoo bee; suave nomad bee; texas nomad bee; tifton nomad bee; yellow-margined nomad bee; utah nomad bee; bounded nomad bee; cat's-ear nomad bee; silver-sided nomad bee; fork-jawed nomad bee; tormentil nomad bee; sandhills nomad; wasp cuckoo bees; gruenwaldt's nomad bee,木斑蜂屬; 艳斑蜂属,Bees,True,
Tibellus,slender crab spiders; oblong running spider; common grass running spider; stretched philodromid; grass running spider; maritime running crab spider; grooved running crab spider,日本长逍遥蛛; 短胸长逍遥蛛; 長逍遙蛛屬; 长逍遥蛛属,Spiders,True,
Trachusa,san francisco bay area leaf-cutter bee; bequaert's resin-leafcutter bee; interrupted resin-leafcutter; muir's resin-leafcutter; cordate-headed resin-leafcutter; california resin-leafcutter; byssal resin-leafcutter; timberlake's resin-leafcutter; zebra resin-leafcutter; downy resin-leafcutter; dumerle's resin-leafcutter; ridings' resin-leafcutter; horn-legged resin-leafcutter; western resin-leafcutter; stripe-backed resin-leafcutter,弯尾黄斑蜂属; 彎尾黃斑蜂屬; 莫准黃斑蜂; 莫准黄斑蜂; 角足准黃斑蜂; 角足准黄斑蜂; 長鬚准黃斑蜂; 长须准黄斑蜂; 馬氏准黃斑蜂; 马氏准黄斑蜂,Bees,True,
Trapezites,eliena skipper; splendid ochre; heath ochre; montane ochre; silver-studded ochre; northern silver ochre; southern silver ochre; ornate ochre; sciron ochre; speckled ochre; silver-spotted ochre; laterite ochre; bronze ochre; black-ringed ochre; brown ochre; small orange ochre; orange ochre; sandstone ochre; ochres; rare white-spot skipper; yellow ochre,梯弄蝶屬,Butterflies,True,
Trichius,bee beetle; french flower chafer; bee beetles; european bee beetle; eurasian bee beetle; southern bee chafer,束带斑金龟; 虎皮斑金龟; 虎纹斑金龟属,Beetles,True,
Trypoxylon,organ-pipe mud-dauber wasp; black reed wasp; organ-pipe mud wasp; pipe organ mud dauber,双色短翅泥蜂; 短翅泥蜂属; 短翅泥蜂屬; 突額短翅泥蜂; 突额短翅泥蜂; 黑角短翅泥蜂,Wasps,True,
Tupiocoris,phacelia plant bug; suckfly,图盲蝽属,Bugs,True,
Ursus,american black bear; black bear; brown bear; polar bear; asiatic black bear; grizzly bear; california black bear; kermode bear; new mexico black bear; eastern black bear; haida gwaii black bear; queen charlotte black bear; glacier bear; east mexican black bear; newfoundland black bear; west mexico black bear; kenai black bear; dall black bear; vancouver island black bear; north american brown bear; silvertip bear; atlas bear; kodiak bear; kodiak brown bear; tibetan blue bear; himalayan blue bear; eurasian brown bear; syrian brown bear; ussuri brown bear; kamchatka brown bear; far eastern brown bear; himalayan brown bear; asian black bear; abc islands bear; spirit bear; moon bear; japanese black bear; himalayan black bear; cave bear; ice bear; abc islands brown bear; grizzly; great white bear; mainland grizzly bear; blue bear; isabelline bear; dzu-teh bear; deosai bear; olympic black bear; black grizzly bear; black grizzly; tibetan brown bear; european brown bear; pyrenean brown bear; caucasian brown bear; scandinavian brown bear; norwegian brown bear; iberian brown bear; cantabrian brown bear; marsican brown bear; apennine brown bear; dall island black bear; western alexander black bear; eastern alexander black bear; sitka brown bear; admiralty island brown bear; baranov island brown bear; baranof island brown bear; chichagof island brown bear; kruzof island brown bear; north african brown bear; tibetan bear; mexican grizzly bear; inland grizzly bear; middle eastern brown bear; bering brown bear; korean brown bear; hokkaido brown bear; ininkari brown bear; japanese brown bear; mid eastern brown bear; louisiana black bear; florida black bear; white bear; yellowstone grizzly; eurasiatic brown bear; afogan bear; shuyak bear; grisly bear; old ephraim; moccasin joe; dall island brown bear; coastal brown bear; coastal grizzly bear; coastal black bear; southeast alaskan black bear; alaskan panhandle black bear; west mexican black bear; amur brown bear; red bear; peninsular grizzly bear; alaskan peninsular grizzly bear; african bear; ussuri black bear; korean black bear; tibetan black bear; indochinese black bear; pakistani black bear; baluchistan black bear; taiwan black bear; formosan black bear; white-throated bear; manchurian black bear; bajan bear; california grizzly bear; california grizzly; california golden bear; white-chested bear; abc islands grizzly bear; horse bear; himalayan snow bear; holarctic bears; african brown bear; typical bears; ungava brown bear; labrador-ungava grizzly; labrador grizzly bear; batakaf rupoleem; middle russian brown bear; east siberian brown bear; siberian brown bear; beringian brown bear; manchurian brown bear; pacific black bear; colorado plateau black bear; gobi brown bear; gobi bear; cinnamon bear; rocky mountain black bear,ABC群島棕熊; 亚洲黑熊; 亚洲黑熊（喜马拉雅亚种）; 亞洲黑熊; 冰熊; 北极熊; 北極熊; 喜玛拉雅棕熊; 喜瑪拉雅棕熊; 堪察加棕熊; 戈壁棕熊; 月熊; 月牙熊; 柯莫德熊; 棕熊; 歐洲棕熊; 灰熊; 熊属; 熊屬; 狗熊; 白熊; 科迪亞克棕熊; 美洲黑熊; 臺灣黑熊; 藏马熊; 西藏棕熊; 阿特拉斯棕熊; 黑熊; 黑瞎子,Bears,True,
Xylena,acadian swordgrass moth; gray swordgrass moth; dot-and-dash swordgrass moth; american swordgrass moth; bruce's swordgrass moth; red sword-grass; sword-grass; goldenrod brindle,丽木冬夜蛾; 台湾丽木夜蛾; 木冬夜蛾属,Moths,True,
Xylocopa,large carpenter bees; eastern carpenter bee; valley carpenter bee; southern carpenter bee; violet carpenter bee; arizona carpenter bee; texas carpenter bee; giant carpenter bee; broad-handed carpenter bee; horsefly-like carpenter bee; oriental carpenter bee; golden-green carpenter bee; peacock carpenter bee; south florida eastern carpenter bee; western carpenter bee; strand's carpenter bee; michener's carpenter bee; galápagos carpenter bee; broad-legged carpenter bee; cape carpenter bee; doubleband carpenter; cerulean carpenter bee; white-cheeked carpenter; yellow-and-black carpenter bee; appendiculate carpenter bee; pubescent carpenter bee; mexican carpenter bee; collared carpenter bee; foothill carpenter bee; slender-scaped carpenter bee; double-banded carpenter bee; virginia carpenter bee; hawaiian carpenter bee; clarión carpenter bee; splay-footed carpenter; august's carpenter; lieftinck's carpenter; aru carpenter; windowed carpenter; pale-thorax carpenter bee; red-headed carpenter; yellow-headed carpenter; yellow-sided carpenter; basal carpenter; perforator carpenter; red-legged bumble-bee carpenter; olivier's ground-carpenter; white-backed carpenter bee; ghiliani's carpenter; yellow-fronted carpenter bee; black-and-white carpenter; glowing carpenter; yellow-collared carpenter; ridge-crowned carpenter; ridge-browed carpenter; splendid carpenter; grayish carpenter; red-backed carpenter; greater antillean carpenter; cuban carpenter; cantabrian carpenter; little carpenter; western carpenter; northern california carpenter; southern california carpenter; similar carpenter; chad carpenter; tawny carpenter; grubauer's carpenter; crowned carpenter; sulawesi collared carpenter; bearded carpenter; ocellar carpenter; fly-like carpenter; guatemalan carpenter; pale-male horse-fly carpenter; rio nautla carpenter; horse-fly carpenter bee; aztec horse-fly carpenter; black-banded carpenter; atamisqui carpenter; south china collared carpenter; taiwan collared carpenter; penang collared carpenter; chinese carpenter; chinese bumble-bee carpenter; taiwan bumble-bee carpenter; friese's bumble-bee carpenter; inconspicuous bumble-bee carpenter; gualán carpenter; hainan collared carpenter; california carpenter bee; shelford's carpenter; watmough's carpenter; orange-headed carpenter; caribbean carpenter; bronze-winged bamboo-carpenter; green-winged bamboo-carpenter; golden-winged bamboo-carpenter; indian golden-winged bamboo-carpenter; green-tailed carpenter; woolly carpenter; ornate carpenter; brick-red carpenter; sonoran carpenter bee; sunda night-carpenter; blue carpenter bee; northern california carpenter bee; southern california carpenter bee; purple-winged bamboo-carpenter; doubleband carpenter bee; giant carpenter; cape carpenter; senior carpenter; african black carpenter; hottentot carpenter; little carpenter bee; giant bornean carpenter bee; timor carpenter bee; banded large carpenter bee; white-headed large carpenter bee; mountain large carpenter bee; olive large carpenter bee; cape yellow large carpenter bee; reed large carpenter bee; coastal red large carpenter bee; one-striped large carpenter bee; big red large carpenter bee; white-sided large carpenter bee; big-headed large carpenter bee; orange large carpenter bee; aloe large carpenter bee; tassel large carpenter bee; hazy large carpenter bee; yellow banded large carpenter bee; white-banded large carpenter bee,中华木蜂; 中华绒木蜂; 加州木蜂; 华南领木蜂; 台灣絨木蜂; 扁柄木蜂; 木蜂属; 木蜂屬; 灰胸木蜂; 白領帶木蜂紹德亞種; 窗木蜂; 竹木蜂; 紅胸木蜂; 紫木蜂; 絨木蜂屬; 綠翅木蜂; 绿翅木蜂; 美东木蜂; 臺灣絨木蜂; 莎木蜂; 華南領木蜂; 蓝胸木蜂; 藍胸木蜂; 赤足木蜂; 銅翼眥木蜂; 铜翼䀝木蜂; 铜翼眦木蜂; 长木蜂; 阿布蓝木蜂; 領木蜂; 领木蜂; 领木蜂（萨氏亚种）; 黃胸木蜂; 黃領木蜂; 黃領花蜂; 黄胸木蜂; 黄胸木蜂（指名亚种）,Bees,True,
